1378902508733970000,1941
1378224604533970000,1955
1378734764853330000,1955
1378745329998630000,1955
1378820997378800000,1955
1370953560199240000,1972
1378814257596220000,1975
1374839101031000000,1977
1377517500015820000,1977
1378323401700230000,1996
1378815002338000000,1996
1378831598538260000,1996
1378900567380000000,1996
1378909454514710000,1996
1377605252711290000,2004
1378899901032320000,2032
1378728906052250000,2034
1377604581678260000,2040
1377603900018770000,2046
1378295100014780000,2046
1378736985359940000,2046
1377606556058290000,2048
1377606556010240000,2052
1375184700022000000,2072
1377776701027690000,2072
1378814216253000000,2074
1377184982292240000,2084
1377606364640000000,2102
1378900539948990000,2112
1377709746448190000,2114
1378209329284020000,2114
1378229838204190000,2114
1378394874607060000,2114
1376566248037000000,1885
1378813500021010000,1885
1378812629447000000,1905
1378815628325000000,1910
1377778839043820000,1921
1377625215014850000,1937
1378468586555000000,1937
1378743837223820000,1937
1378816000943680000,1937
1378900640590000000,1937
1378900640590010000,1937
1378900640590020000,1937
1378900640590020000,1937
1376917326022090000,1953
1376314721983880000,1955
1377259016680010000,1955
1377603045907000000,1955
1378824240576250000,1955
1378830883553390000,1955
1378914219247930000,1955
1375452444571490000,1977
1373628650013020000,1996
1375458001454170000,2032
1378822316610390000,2032
1378822316610840000,2032
1378899901032320000,2032
1377604581678260000,2040
1375184700020760000,2046
1376911828745690000,2046
1378220225935040000,2046
1378920713423730000,2046
1377603034544240000,2057
1377691058967440000,2072
1378813501026000000,2072
1378813501026010000,2072
1378814216253000000,2074
1377001246573640000,2084
1378908999544830000,2089
1378472282004100000,2111
1377777359787810000,2112
1375875900015680000,2114
1377604538636660000,2114
1378486490294350000,2114
1378814195911760000,2114
1378897543230680000,2114
1378897543230980000,2114
1378906646787330000,2114
1378906646787660000,2114
1378908558249050000,2114
1378908558249780000,2114
1378927745908020000,2114
1377777361355000000,2124
1378726224888290000,2132
1378899013485010000,2138
1378899013485570000,2138
1378908572986680000,2138
1377606622317000000,2141
1377605947088000000,2144
1378381500019000000,2153
1378467900018000000,2153
1378815633328000000,2154
1378815633328000000,2154
1378900536713000000,2154
1374235375565660000,2164
1378900536695810000,2187
1377604574537240000,2205
1378908639818270000,1322
1377604534784560000,1386
1378815003871000000,1392
1376911847255310000,1413
1378815622704000000,1413
1378815610463000000,1415
1374669424914120000,1418
1378387780888050000,1441
1377627596453520000,1450
1378813502037010000,1450
1378813502037020000,1450
1377606647694000000,1451
1375971693184680000,1462
1376999770711010000,1462
1377008061156120000,1462
1377087860374730000,1462
1377096372641790000,1462
1377174412010730000,1462
